,PH,Solids,Turbidity,Potability
2700,6.8,116,4.74,1
2701,7.5,70,4.95,1
2702,6.9,152,4.7,1
2703,7.9,80,4.89,1
2704,6.8,71,4.25,1
2705,7.9,18,4.62,1
2706,6.7,56,4.87,1
2707,7.4,118,4.94,1
2708,7.6,123,4.26,1
2709,6.9,16,4.38,1
2710,7.2,161,4.24,1
2711,7.2,159,4.52,1
2712,7.5,64,4.69,1
2713,7.4,30,4.66,1
2714,7.7,90,4.7,1
2715,6.7,75,4.33,1
2716,6.9,35,4.53,1
2717,7.6,0,4.47,1
2718,7.5,12,4.87,1
2719,7.0,11,4.9,1
2720,7.5,159,4.55,1
2721,6.8,114,4.39,1
2722,6.9,160,4.47,1
2723,7.8,82,4.24,1
2724,7.1,156,4.68,1
2725,7.7,124,4.69,1
2726,6.7,125,4.32,1
2727,7.7,87,4.62,1
2728,7.4,136,4.23,1
2729,7.7,17,4.51,1
2730,7.9,27,4.78,1
2731,6.7,19,4.99,1
2732,7.4,105,4.63,1
2733,7.2,59,4.89,1
2734,7.6,141,4.99,1
2735,7.0,32,4.76,1
2736,7.1,77,4.42,1
2737,7.8,144,4.9,1
2738,6.8,79,4.32,1
2739,7.9,9,4.26,1
2740,7.4,117,4.25,1
2741,7.5,167,4.49,1
2742,7.4,7,4.36,1
2743,7.1,131,4.47,1
2744,7.0,125,4.82,1
2745,7.3,113,4.93,1
2746,7.2,42,4.32,1
2747,6.7,118,4.57,1
2748,7.1,117,4.66,1
2749,6.9,84,4.61,1
2750,6.7,34,4.38,1
2751,7.6,93,4.26,1
2752,7.0,131,4.28,1
2753,7.7,125,4.77,1
2754,7.5,140,4.36,1
2755,7.8,88,4.78,1
2756,7.6,126,4.24,1
2757,7.6,155,4.65,1
2758,7.0,152,4.72,1
2759,7.9,76,4.64,1
2760,6.7,161,4.71,1
2761,7.3,97,4.98,1
2762,6.9,125,4.77,1
2763,7.4,166,4.95,1
2764,7.4,145,4.74,1
2765,7.6,6,4.74,1
2766,7.8,76,4.56,1
2767,6.7,113,4.92,1
2768,7.4,83,4.62,1
2769,7.1,14,4.82,1
2770,7.3,125,4.76,1
2771,7.3,158,4.35,1
2772,7.0,59,4.5,1
2773,7.4,153,4.68,1
2774,7.0,63,4.9,1
2775,7.4,135,4.36,1
2776,6.9,55,4.61,1
2777,6.8,94,4.37,1
2778,7.2,34,4.69,1
2779,7.1,91,4.22,1
2780,7.2,158,4.63,1
2781,6.7,81,4.46,1
2782,6.8,148,4.95,1
2783,7.2,92,4.22,1
2784,7.3,169,4.59,1
2785,6.7,39,4.45,1
2786,7.6,51,4.77,1
2787,7.3,57,4.93,1
2788,7.3,104,4.8,1
2789,7.0,120,4.7,1
2790,7.5,80,4.35,1
2791,6.9,49,4.76,1
2792,7.9,100,4.43,1
2793,7.3,76,4.37,1
2794,6.7,158,4.9,1
2795,7.6,156,4.54,1
2796,7.8,16,4.64,1
2797,7.9,122,4.47,1
2798,6.7,120,4.89,1
2799,6.7,4,4.52,1
2800,6.8,163,4.22,1
2801,6.9,112,4.26,1
2802,7.1,84,4.8,1
2803,7.9,120,4.38,1
2804,7.9,148,4.49,1
2805,6.9,26,4.79,1
2806,7.7,86,4.72,1
2807,7.4,45,4.42,1
2808,7.0,11,4.71,1
2809,7.4,84,4.59,1
2810,6.9,25,4.32,1
2811,7.5,23,4.22,1
2812,7.9,119,4.64,1
2813,6.8,116,4.78,1
2814,7.9,129,4.66,1
2815,7.8,69,4.68,1
2816,7.4,64,4.54,1
2817,6.7,19,4.55,1
2818,7.6,137,4.92,1
2819,6.7,161,4.62,1
2820,7.1,19,4.23,1
2821,6.7,33,4.43,1
2822,7.8,57,4.69,1
2823,6.7,25,4.46,1
2824,7.3,144,4.96,1
2825,6.8,60,4.56,1
2826,7.8,14,4.86,1
2827,7.4,55,4.61,1
2828,6.7,46,4.6,1
2829,6.9,2,4.96,1
2830,6.8,52,4.55,1
2831,7.5,113,4.48,1
2832,7.4,106,4.74,1
2833,7.3,145,4.23,1
2834,7.2,57,4.38,1
2835,7.3,16,4.39,1
2836,7.0,9,4.39,1
2837,6.9,4,4.71,1
2838,7.5,156,4.47,1
2839,7.7,162,4.35,1
2840,7.8,152,4.24,1
2841,6.8,122,4.82,1
2842,7.1,73,4.98,1
2843,7.4,117,4.96,1
2844,7.1,86,4.62,1
2845,7.7,9,4.92,1
2846,6.7,78,4.99,1
2847,7.8,50,4.5,1
2848,7.1,139,4.44,1
2849,6.9,125,4.82,1
2850,7.2,149,4.4,1
2851,7.0,105,4.31,1
2852,7.7,132,4.77,1
2853,7.0,56,4.64,1
2854,7.6,91,4.27,1
2855,7.8,34,4.81,1
2856,6.7,105,4.84,1
2857,7.2,87,4.32,1
2858,7.8,135,4.58,1
2859,7.2,111,4.35,1
2860,7.0,77,4.58,1
2861,7.9,145,4.24,1
2862,7.8,151,4.9,1
2863,7.0,154,4.97,1
2864,6.7,27,4.4,1
2865,7.4,118,4.99,1
2866,7.2,133,4.97,1
2867,7.2,11,4.27,1
2868,7.0,13,4.99,1
2869,6.8,130,4.31,1
2870,6.8,166,4.48,1
2871,6.8,116,4.43,1
2872,7.3,75,4.22,1
2873,7.7,29,4.34,1
2874,7.2,65,4.95,1
2875,6.7,131,4.76,1
2876,7.3,165,4.58,1
2877,7.2,161,4.65,1
2878,6.8,115,4.29,1
2879,7.7,108,4.65,1
2880,6.7,151,4.76,1
2881,7.6,133,4.56,1
2882,6.9,6,4.51,1
2883,7.9,145,4.83,1
2884,7.0,135,4.86,1
2885,7.6,48,4.97,1
2886,6.7,54,4.43,1
2887,7.0,32,4.51,1
2888,7.6,47,4.58,1
2889,7.4,65,4.25,1
2890,7.8,157,4.84,1
2891,7.6,148,4.46,1
2892,6.7,80,4.63,1
2893,7.0,105,4.58,1
2894,7.9,68,4.49,1
2895,7.9,16,4.3,1
2896,7.1,126,4.78,1
2897,7.8,81,4.59,1
2898,7.0,88,4.23,1
2899,7.9,19,4.92,1
2900,7.4,97,4.75,1
2901,7.2,143,4.62,1
2902,7.4,41,4.23,1
2903,7.2,104,4.66,1
2904,7.5,154,4.47,1
2905,7.5,156,4.49,1
2906,7.9,20,4.59,1
2907,7.1,39,4.25,1
2908,7.2,89,4.26,1
2909,6.8,55,4.76,1
2910,7.5,150,4.71,1
2911,7.0,118,4.67,1
2912,7.2,121,4.41,1
2913,7.0,127,4.85,1
2914,7.4,19,4.69,1
2915,6.9,70,4.77,1
2916,7.8,82,4.35,1
2917,7.9,149,4.25,1
2918,7.0,80,4.33,1
2919,7.9,34,4.96,1
2920,7.3,91,4.94,1
2921,7.2,143,4.82,1
2922,7.0,91,4.93,1
2923,7.6,151,4.45,1
2924,7.8,39,4.9,1
2925,7.3,115,4.3,1
2926,7.9,60,4.23,1
2927,7.4,124,4.9,1
2928,7.9,131,4.77,1
2929,6.9,120,4.34,1
2930,7.2,8,4.35,1
2931,7.7,99,4.52,1
2932,6.9,160,4.42,1
2933,7.7,24,4.98,1
2934,7.2,141,4.96,1
2935,7.3,103,4.63,1
2936,6.8,27,4.26,1
2937,7.3,41,4.45,1
2938,7.2,36,4.99,1
2939,7.2,35,4.62,1
2940,7.9,60,4.9,1
2941,7.1,119,4.26,1
2942,7.8,26,4.81,1
2943,7.3,121,4.67,1
2944,6.7,77,4.83,1
2945,7.6,65,4.36,1
2946,7.4,99,4.45,1
2947,6.8,130,4.63,1
2948,7.1,95,4.68,1
2949,7.8,79,4.43,1
2950,7.1,98,4.66,1
2951,7.8,32,4.67,1
2952,7.6,36,4.66,1
2953,7.4,15,4.98,1
2954,6.9,46,4.7,1
2955,7.4,27,4.43,1
2956,7.1,118,4.64,1
2957,7.1,129,4.61,1
2958,7.0,150,4.99,1
2959,7.3,30,4.64,1
2960,7.5,168,4.41,1
2961,7.0,43,4.55,1
2962,7.3,0,4.76,1
2963,7.5,59,4.37,1
2964,7.6,160,4.36,1
2965,7.4,51,4.22,1
2966,7.3,145,4.34,1
2967,6.8,46,4.67,1
2968,7.0,42,4.21,1
2969,7.4,41,4.82,1
2970,7.0,125,4.63,1
2971,6.7,121,4.21,1
2972,6.8,128,4.56,1
2973,7.5,23,4.82,1
2974,7.0,129,4.87,1
2975,7.5,14,4.44,1
2976,7.1,160,4.38,1
2977,6.8,83,4.23,1
2978,6.9,146,4.82,1
2979,6.9,136,4.46,1
2980,7.5,96,4.86,1
2981,7.6,107,4.21,1
2982,6.7,144,4.56,1
2983,7.5,141,4.29,1
2984,7.4,32,4.38,1
2985,7.4,85,4.44,1
2986,7.9,13,4.92,1
2987,7.6,88,4.9,1
2988,6.9,126,4.21,1
2989,7.1,88,4.46,1
2990,6.8,107,4.42,1
2991,6.9,123,4.82,1
2992,6.7,122,4.64,1
2993,7.9,109,4.21,1
2994,7.1,21,4.69,1
2995,7.3,74,4.52,1
2996,7.9,11,4.48,1
2997,7.6,54,4.72,1
2998,7.6,155,4.47,1
2999,7.1,83,4.71,1
3000,6.9,70,4.58,1
3001,6.7,19,4.9,1
3002,7.5,49,4.84,1
3003,7.7,153,4.48,1
3004,6.8,48,4.5,1
3005,7.5,138,4.92,1
3006,6.7,50,4.29,1
3007,7.7,144,4.88,1
3008,7.4,153,4.65,1
3009,7.3,73,4.77,1
3010,6.8,89,4.74,1
3011,7.2,164,4.52,1
3012,7.7,107,4.25,1
3013,7.8,103,4.85,1
3014,7.2,72,4.71,1
3015,7.0,144,4.49,1
3016,7.7,86,4.27,1
3017,7.4,106,4.85,1
3018,6.9,25,4.7,1
3019,6.7,166,4.82,1
3020,7.2,35,4.53,1
3021,7.2,94,4.54,1
3022,7.7,9,4.89,1
3023,6.7,68,4.32,1
3024,7.0,12,4.71,1
3025,6.7,155,4.97,1
3026,7.5,98,4.24,1
3027,7.8,97,4.79,1
3028,7.9,94,4.53,1
3029,7.3,152,4.83,1
3030,6.9,22,4.23,1
3031,7.9,1,4.69,1
3032,7.8,143,4.61,1
3033,7.9,155,4.71,1
3034,7.4,1,4.7,1
3035,6.8,166,4.73,1
3036,7.8,19,4.54,1
3037,7.6,52,4.29,1
3038,7.7,54,4.27,1
3039,6.7,41,4.52,1
3040,7.1,60,4.64,1
3041,6.7,140,4.76,1
3042,7.2,116,4.9,1
3043,6.8,155,4.68,1
3044,7.8,101,4.3,1
3045,7.5,98,4.79,1
3046,7.2,100,4.43,1
3047,6.8,15,4.73,1
3048,7.6,125,4.27,1
3049,7.6,61,4.97,1
3050,6.8,149,4.65,1
3051,7.1,119,4.49,1
3052,7.3,9,4.91,1
3053,7.2,10,4.85,1
3054,7.7,166,4.61,1
3055,7.9,41,4.6,1
3056,6.9,94,4.53,1
3057,7.7,121,4.95,1
3058,7.2,56,4.51,1
3059,7.4,13,4.89,1
3060,7.1,158,4.87,1
3061,7.5,162,4.6,1
3062,7.4,75,4.82,1
3063,7.6,116,4.64,1
3064,7.9,82,4.72,1
3065,7.2,33,4.59,1
3066,7.1,77,4.23,1
3067,7.3,66,4.28,1
3068,7.5,161,4.95,1
3069,7.6,105,4.46,1
3070,6.7,19,4.29,1
3071,6.8,55,4.27,1
3072,7.2,148,4.21,1
3073,7.7,164,4.7,1
3074,6.9,53,4.42,1
3075,7.7,133,4.98,1
3076,7.2,28,4.94,1
3077,7.3,13,4.27,1
3078,7.7,75,4.68,1
3079,7.7,105,4.86,1
3080,7.4,65,4.38,1
3081,7.6,29,4.35,1
3082,7.1,8,4.21,1
3083,7.0,43,4.89,1
3084,7.0,99,4.44,1
3085,7.9,101,4.59,1
3086,6.9,159,4.59,1
3087,6.9,148,4.87,1
3088,7.2,7,4.65,1
3089,7.1,68,4.67,1
3090,6.9,164,4.49,1
3091,7.9,24,4.95,1
3092,7.1,65,4.24,1
3093,7.5,68,4.42,1
3094,7.4,63,4.27,1
3095,7.8,89,4.3,1
3096,7.8,122,4.5,1
3097,7.4,36,4.26,1
3098,6.9,144,4.39,1
3099,7.1,38,4.59,1
3100,7.7,147,4.6,1
3101,7.9,142,4.84,1
3102,6.7,53,4.77,1
3103,7.9,126,4.79,1
3104,7.8,162,4.24,1
3105,6.8,151,4.54,1
3106,6.7,157,4.83,1
3107,7.8,159,4.97,1
3108,7.9,87,4.71,1
3109,7.7,39,4.92,1
3110,6.8,130,4.62,1
3111,7.8,121,4.64,1
3112,6.9,15,4.94,1
3113,7.3,79,4.68,1
3114,6.8,83,4.47,1
3115,7.2,81,4.44,1
3116,7.2,76,4.91,1
3117,7.7,86,4.87,1
3118,6.9,101,4.95,1
3119,7.1,152,4.53,1
3120,7.0,60,4.71,1
3121,7.1,122,4.8,1
3122,7.4,94,4.36,1
3123,7.5,97,4.89,1
3124,7.8,104,4.34,1
3125,7.8,165,4.61,1
3126,7.3,68,4.26,1
3127,7.4,3,4.95,1
3128,7.3,89,4.3,1
3129,7.0,65,4.22,1
3130,6.7,77,4.42,1
3131,7.6,63,4.47,1
3132,7.2,60,4.53,1
3133,7.7,155,4.75,1
3134,7.6,89,4.75,1
3135,7.2,48,4.58,1
3136,7.2,41,4.6,1
3137,7.8,162,4.47,1
3138,7.4,88,4.58,1
3139,7.1,26,4.74,1
3140,7.3,42,4.28,1
3141,7.1,134,4.87,1
3142,7.1,8,4.92,1
3143,6.9,75,4.4,1
3144,6.9,5,4.86,1
3145,6.7,16,4.95,1
3146,7.7,58,4.46,1
3147,7.4,116,4.52,1
3148,6.7,40,4.3,1
3149,7.0,82,4.77,1
3150,7.6,60,4.27,1
3151,7.5,109,4.53,1
3152,6.9,26,4.87,1
3153,7.9,161,4.98,1
3154,7.4,34,4.59,1
3155,7.8,70,4.68,1
3156,6.8,79,4.42,1
3157,7.6,77,4.56,1
3158,7.9,79,4.36,1
3159,7.8,162,4.84,1
3160,6.9,123,4.95,1
3161,7.0,85,4.37,1
3162,7.3,24,4.77,1
3163,7.5,66,4.28,1
3164,6.7,32,4.75,1
3165,7.2,35,4.33,1
3166,7.2,14,4.41,1
3167,7.2,31,4.5,1
3168,7.9,81,4.57,1
3169,7.8,99,4.22,1
3170,6.8,60,4.8,1
3171,7.2,5,4.98,1
3172,7.8,103,4.24,1
3173,7.4,18,4.69,1
3174,7.9,61,4.73,1
3175,7.0,31,4.56,1
3176,7.9,75,4.3,1
3177,7.3,123,4.93,1
3178,7.7,124,4.72,1
3179,7.7,63,4.82,1
3180,7.8,163,4.47,1
3181,7.1,73,4.41,1
3182,7.0,149,4.96,1
3183,7.8,22,4.6,1
3184,6.9,14,4.82,1
3185,6.9,49,4.24,1
3186,7.7,30,4.21,1
3187,7.2,133,4.51,1
3188,7.4,76,4.53,1
3189,6.8,13,4.92,1
3190,7.0,60,4.24,1
3191,6.8,43,4.97,1
3192,7.2,90,4.75,1
3193,7.5,152,4.27,1
3194,7.9,122,4.34,1
3195,6.8,88,4.37,1
3196,7.9,142,4.58,1
3197,7.7,105,4.23,1
3198,6.7,75,4.26,1
3199,7.3,35,4.42,1
3200,7.3,130,4.81,1
3201,7.3,18,4.6,1
3202,7.6,88,4.49,1
3203,7.4,127,4.97,1
3204,7.0,35,4.62,1
3205,7.6,133,4.7,1
3206,7.4,59,4.36,1
3207,7.5,119,4.8,1
3208,6.7,34,4.75,1
3209,6.7,141,4.48,1
3210,7.5,166,4.98,1
3211,7.7,161,4.71,1
3212,7.3,66,4.92,1
3213,6.8,18,4.68,1
3214,6.9,77,4.67,1
3215,7.9,78,4.32,1
3216,6.8,145,4.45,1
3217,7.1,91,4.41,1
3218,7.1,93,4.82,1
3219,7.9,23,4.27,1
3220,6.7,144,4.44,1
3221,7.6,73,4.32,1
3222,7.1,132,4.56,1
3223,7.3,167,4.9,1
3224,7.3,35,4.91,1
3225,7.0,19,4.53,1
3226,7.8,44,4.54,1
3227,6.9,45,4.5,1
3228,6.7,101,4.76,1
3229,6.9,148,4.74,1
3230,7.6,101,4.5,1
3231,7.9,41,4.32,1
3232,6.8,7,4.8,1
3233,7.0,134,4.78,1
3234,7.0,115,4.27,1
3235,7.7,158,4.41,1
3236,7.9,32,4.81,1
3237,7.4,0,4.68,1
3238,7.0,160,4.49,1
3239,6.9,3,4.91,1
3240,6.8,62,4.31,1
3241,7.0,90,4.33,1
3242,7.9,61,4.45,1
3243,7.3,34,4.47,1
3244,6.8,100,4.5,1
3245,7.5,10,4.96,1
3246,7.5,113,4.62,1
3247,7.6,69,4.77,1
3248,6.7,33,4.66,1
3249,6.9,27,4.75,1
3250,7.8,109,4.21,1
3251,7.4,157,4.64,1
3252,7.0,6,4.69,1
3253,7.4,156,4.9,1
3254,6.9,38,4.63,1
3255,7.1,164,4.88,1
3256,7.9,71,4.83,1
3257,6.7,79,4.5,1
3258,7.1,150,4.24,1
3259,7.5,127,4.25,1
3260,7.6,156,4.27,1
3261,7.1,160,4.58,1
3262,7.3,14,4.73,1
3263,7.9,61,4.77,1
3264,7.8,72,4.42,1
3265,7.2,124,4.58,1
3266,6.8,115,4.69,1
3267,7.1,134,4.87,1
3268,7.4,136,4.84,1
3269,7.8,17,4.45,1
3270,7.4,91,4.27,1
3271,7.7,148,4.8,1
3272,7.5,106,4.77,1
3273,7.0,73,4.85,1
3274,7.7,118,4.8,1
3275,7.5,90,4.4,1
3276,7.4,167,4.6,1
3277,7.8,122,4.35,1
3278,7.2,42,4.85,1
3279,7.2,6,4.71,1
3280,7.8,99,4.46,1
3281,7.7,142,4.38,1
3282,7.2,44,4.66,1
3283,6.7,124,4.56,1
3284,6.7,59,4.77,1
3285,7.5,15,4.53,1
3286,7.2,118,4.71,1
3287,7.9,56,4.9,1
3288,7.7,156,4.78,1
3289,7.6,147,4.89,1
3290,7.7,163,4.99,1
3291,6.7,2,4.83,1
3292,7.8,114,4.35,1
3293,7.8,69,4.33,1
3294,6.7,131,4.43,1
3295,7.2,145,4.47,1
3296,7.5,73,4.64,1
3297,7.7,57,4.75,1
3298,6.9,9,4.7,1
3299,6.9,150,4.29,1
3300,7.5,137,4.9,1
3301,7.9,17,4.99,1
3302,7.3,97,4.99,1
3303,7.8,45,4.48,1
3304,7.0,19,4.56,1
3305,7.6,80,4.99,1
3306,6.7,123,4.85,1
3307,7.4,39,4.32,1
3308,7.1,114,4.72,1
3309,7.7,146,4.5,1
3310,6.8,3,4.32,1
3311,7.1,12,4.27,1
3312,7.8,61,4.25,1
3313,7.6,39,4.63,1
3314,7.3,39,4.83,1
3315,7.3,101,4.7,1
3316,6.8,15,4.65,1
3317,6.8,31,4.29,1
3318,7.2,63,4.33,1
3319,6.7,126,4.59,1
3320,7.4,98,4.37,1
3321,7.7,159,4.26,1
3322,6.8,167,4.48,1
3323,6.7,54,4.73,1
3324,7.6,80,4.33,1
3325,7.6,142,4.4,1
3326,7.2,73,4.24,1
3327,7.4,65,4.23,1
3328,7.5,143,4.78,1
3329,7.2,127,4.63,1
3330,7.9,43,4.52,1
3331,7.6,38,4.7,1
3332,7.1,164,4.26,1
3333,6.8,103,4.22,1
3334,6.7,51,4.42,1
3335,7.9,139,4.39,1
3336,7.9,100,4.27,1
3337,7.7,108,4.65,1
3338,7.5,3,4.76,1
3339,7.7,22,4.75,1
3340,7.7,36,4.43,1
3341,7.1,24,4.47,1
3342,7.0,80,4.46,1
3343,7.8,131,4.51,1
3344,7.6,34,4.72,1
3345,7.8,49,4.54,1
3346,6.7,59,4.83,1
3347,6.9,161,4.32,1
3348,7.2,97,4.24,1
3349,7.0,9,4.65,1
3350,7.9,98,4.69,1
3351,7.3,98,4.73,1
3352,7.6,118,4.42,1
3353,7.4,137,4.42,1
3354,7.2,129,4.92,1
3355,6.8,157,4.99,1
3356,7.1,76,4.27,1
3357,6.9,41,4.73,1
3358,7.1,158,4.51,1
3359,6.7,127,4.57,1
3360,7.9,133,4.36,1
3361,7.4,39,4.97,1
3362,7.7,105,4.24,1
3363,7.0,111,4.81,1
3364,6.7,23,4.29,1
3365,7.9,165,4.3,1
3366,7.2,12,4.65,1
3367,7.3,96,4.67,1
3368,7.4,109,4.36,1
3369,6.8,59,4.49,1
3370,7.6,43,4.71,1
3371,7.0,141,4.43,1
3372,7.1,1,4.92,1
3373,7.5,2,4.27,1
3374,7.5,113,4.88,1
3375,6.8,20,4.66,1
3376,7.5,114,4.59,1
3377,7.1,154,4.79,1
3378,7.9,75,4.83,1
3379,6.8,18,4.62,1
3380,7.8,83,4.41,1
3381,7.6,46,4.92,1
3382,7.0,123,4.83,1
3383,7.7,150,4.25,1
3384,7.1,92,4.6,1
3385,7.4,23,4.73,1
3386,6.8,77,4.4,1
3387,6.8,132,4.96,1
3388,7.4,159,4.34,1
3389,7.7,76,4.47,1
3390,7.2,57,4.98,1
3391,7.3,7,4.8,1
3392,7.5,50,4.56,1
3393,6.7,16,4.47,1
3394,7.8,13,4.54,1
3395,7.3,107,4.6,1
3396,6.8,104,4.91,1
3397,7.9,130,4.26,1
3398,7.6,12,4.34,1
3399,6.9,160,4.93,1
3400,6.9,9,4.97,1
3401,6.8,41,4.66,1
3402,7.8,66,4.23,1
3403,7.3,53,4.57,1
3404,6.9,97,4.96,1
3405,7.6,52,4.69,1
3406,7.7,86,4.95,1
3407,7.3,122,4.48,1
3408,7.9,60,4.45,1
3409,7.2,92,4.86,1
3410,7.1,60,4.61,1
3411,7.1,148,4.59,1
3412,6.7,115,4.57,1
3413,7.1,58,4.95,1
3414,7.0,92,4.75,1
3415,7.7,25,4.86,1
3416,7.4,21,4.47,1
3417,7.2,94,4.82,1
3418,7.8,7,4.38,1
3419,7.6,14,4.39,1
3420,7.5,163,4.39,1
3421,7.0,136,4.44,1
3422,7.0,138,4.51,1
3423,7.9,56,4.51,1
3424,6.7,91,4.71,1
3425,7.8,60,4.21,1
3426,6.8,34,4.55,1
3427,7.5,76,4.91,1
3428,7.0,118,4.39,1
3429,7.0,105,4.9,1
3430,7.6,56,4.69,1
3431,7.9,26,4.44,1
3432,6.8,99,4.98,1
3433,7.0,66,4.68,1
3434,7.1,15,4.68,1
3435,7.5,67,4.37,1
3436,7.8,18,4.24,1
3437,7.6,159,4.84,1
3438,7.3,45,4.39,1
3439,7.6,128,4.46,1
3440,6.8,13,4.96,1
3441,6.7,4,4.62,1
3442,6.9,0,4.9,1
3443,7.5,116,4.93,1
3444,7.5,114,4.97,1
3445,7.0,32,4.36,1
3446,7.7,25,4.88,1
3447,7.5,20,4.3,1
3448,6.7,113,4.3,1
3449,7.7,48,4.44,1
3450,7.9,135,4.8,1
3451,7.5,158,4.43,1
3452,7.8,47,4.87,1
3453,7.3,146,4.62,1
3454,6.8,20,4.78,1
3455,7.2,101,4.7,1
3456,7.0,4,4.39,1
3457,7.5,120,4.21,1
3458,7.8,12,4.36,1
3459,7.5,152,4.84,1
3460,7.9,136,4.49,1
3461,7.2,39,4.62,1
3462,7.1,120,4.88,1
3463,7.7,123,4.31,1
3464,7.5,122,4.67,1
3465,7.4,124,4.51,1
3466,7.0,84,4.46,1
3467,6.9,117,4.96,1
3468,6.8,62,4.66,1
3469,7.2,9,4.32,1
3470,7.0,131,4.62,1
3471,7.5,50,4.28,1
3472,6.8,101,4.31,1
3473,6.9,64,4.38,1
3474,7.0,7,4.89,1
3475,7.5,144,4.96,1
3476,7.8,137,4.58,1
3477,6.7,25,4.6,1
3478,6.8,5,4.69,1
3479,7.3,36,4.49,1
3480,7.5,157,4.91,1
3481,7.7,89,4.24,1
3482,6.9,41,4.22,1
3483,6.9,98,4.86,1
3484,7.1,79,4.95,1
3485,7.5,7,4.84,1
3486,7.3,139,4.41,1
3487,7.5,29,4.23,1
3488,7.5,154,4.5,1
3489,7.8,99,4.78,1
3490,7.2,125,4.65,1
3491,7.1,165,4.73,1
3492,7.0,79,4.37,1
3493,7.1,15,4.82,1
3494,7.1,131,4.91,1
3495,7.7,45,4.8,1
3496,7.9,84,4.65,1
3497,7.0,162,4.76,1
3498,7.7,66,4.36,1
3499,7.2,6,4.67,1
3500,7.2,119,4.96,1
3501,7.8,37,4.26,1
3502,7.3,127,4.51,1
3503,7.6,169,4.91,1
3504,7.6,28,4.74,1
3505,7.1,22,4.55,1
3506,7.0,144,4.52,1
3507,7.4,92,4.97,1
3508,7.8,140,4.81,1
3509,7.5,27,4.39,1
3510,7.6,93,4.81,1
3511,7.3,96,4.86,1
3512,7.9,104,4.56,1
3513,7.4,86,4.73,1
3514,6.8,19,4.7,1
3515,7.3,48,4.48,1
3516,7.4,162,4.99,1
3517,7.9,35,4.4,1
3518,6.8,77,4.32,1
3519,7.5,167,4.49,1
3520,7.7,72,4.91,1
3521,7.8,28,4.89,1
3522,7.4,144,4.86,1
3523,6.8,109,4.24,1
3524,7.7,161,4.41,1
3525,7.5,144,4.41,1
3526,6.9,78,4.5,1
3527,7.9,81,4.34,1
3528,7.5,168,4.33,1
3529,7.7,85,4.8,1
3530,6.7,81,4.36,1
3531,7.2,52,4.69,1
3532,6.7,100,4.91,1
3533,6.8,36,4.5,1
3534,7.3,148,4.77,1
3535,6.8,94,4.97,1
3536,7.6,56,4.47,1
3537,7.5,57,4.71,1
3538,7.5,0,4.87,1
3539,7.9,147,4.87,1
3540,7.8,162,4.51,1
3541,7.3,58,4.72,1
3542,7.1,3,4.88,1
3543,7.8,42,4.82,1
3544,7.4,123,4.76,1
3545,6.8,112,4.31,1
3546,6.8,126,4.87,1
3547,7.1,169,4.99,1
3548,6.9,2,4.99,1
3549,6.8,25,4.56,1
3550,7.0,70,4.26,1
3551,7.3,21,4.36,1
3552,7.7,76,4.62,1
3553,7.0,18,4.39,1
3554,7.4,99,4.44,1
3555,7.8,34,4.93,1
3556,7.2,162,4.96,1
3557,7.6,105,4.51,1
3558,7.0,101,4.24,1
3559,7.6,98,4.27,1
3560,7.7,33,4.92,1
3561,6.9,62,4.54,1
3562,7.5,137,4.44,1
3563,7.3,43,4.33,1
3564,7.0,38,4.64,1
3565,7.7,37,4.3,1
3566,7.2,86,4.63,1
3567,7.5,158,4.82,1
3568,6.8,150,4.92,1
3569,7.7,29,4.31,1
3570,6.8,157,4.41,1
3571,7.6,138,4.59,1
3572,6.9,133,4.32,1
3573,6.7,71,4.59,1
3574,6.7,17,4.8,1
3575,7.8,22,4.51,1
3576,7.2,36,4.68,1
3577,6.8,147,4.59,1
3578,7.9,132,4.25,1
3579,7.2,113,4.3,1
3580,7.7,88,4.91,1
3581,7.5,43,4.42,1
3582,7.2,41,4.69,1
3583,6.7,79,4.73,1
3584,7.9,61,4.83,1
3585,6.8,48,4.89,1
3586,7.1,4,4.83,1
3587,7.8,2,4.21,1
3588,6.9,152,4.22,1
3589,7.6,10,4.84,1
3590,7.7,95,4.97,1
3591,7.8,99,4.58,1
3592,7.1,25,4.88,1
3593,6.8,96,4.9,1
3594,7.8,43,4.32,1
3595,6.9,36,4.68,1
3596,7.0,153,4.85,1
3597,7.6,87,4.38,1
3598,7.2,158,4.96,1
3599,7.4,80,4.65,1
3600,7.2,152,4.46,1
3601,7.4,152,4.42,1
3602,6.7,123,4.27,1
3603,7.0,155,4.72,1
3604,7.0,108,4.47,1
3605,7.7,38,4.51,1
3606,6.7,53,4.33,1
3607,6.8,21,4.43,1
3608,6.9,53,4.36,1
3609,7.3,138,4.25,1
3610,6.9,121,4.8,1
3611,7.1,25,4.78,1
3612,7.8,1,4.41,1
3613,7.4,164,4.63,1
3614,6.9,96,4.74,1
3615,7.5,23,4.3,1
3616,6.7,74,4.85,1
3617,6.9,141,4.63,1
3618,7.5,38,4.9,1
3619,7.7,164,4.7,1
3620,7.2,89,4.34,1
3621,7.6,78,4.67,1
3622,7.1,169,4.91,1
3623,7.2,131,4.98,1
3624,6.8,32,4.47,1
3625,7.6,169,4.72,1
3626,6.9,117,4.25,1
3627,6.8,14,4.9,1
3628,7.5,143,4.88,1
3629,7.4,81,4.92,1
3630,7.9,4,4.42,1
3631,7.7,76,4.41,1
